order,crop,country,community,year,indicator,bin,value,percentage
864,ABE,Zimbabwe,Ruware,2022/23,gross_income,$500-999,49.00,0.4153
865,ABE,Zimbabwe,Ruware,2022/23,gross_income,$1000-1499,14.00,0.1186
866,ABE,Zimbabwe,Ruware,2022/23,gross_income,$1500-1999,5.00,0.0424
867,ABE,Zimbabwe,Ruware,2022/23,gross_income,$2000-2499,2.00,0.0169
868,ABE,Zimbabwe,Ruware,2022/23,gross_income,$2500+,2.00,0.0169
869,ABE,Malawi,Malawi,2022/23,gross_income,$0-499,216.00,0.7687
870,ABE,Malawi,Malawi,2022/23,gross_income,$500-999,59.00,0.2100
871,ABE,Malawi,Malawi,2022/23,gross_income,$1000-1499,4.00,0.0142
872,ABE,Malawi,Malawi,2022/23,gross_income,$1500-1999,1.00,0.0036
873,ABE,Malawi,Malawi,2022/23,gross_income,$2000-2499,0.00,0.0000
874,ABE,Malawi,Malawi,2022/23,gross_income,$2500+,1.00,0.0036
875,ABE,Malawi,Chikwawa,2022/23,gross_income,$0-499,153.00,0.7727
876,ABE,Malawi,Chikwawa,2022/23,gross_income,$500-999,42.00,0.2121
877,ABE,Malawi,Chikwawa,2022/23,gross_income,$1000-1499,2.00,0.0101
878,ABE,Malawi,Chikwawa,2022/23,gross_income,$1500-1999,1.00,0.0051
879,ABE,Malawi,Chikwawa,2022/23,gross_income,$2000-2499,0.00,0.0000
880,ABE,Malawi,Chikwawa,2022/23,gross_income,$2500+,0.00,0.0000
881,ABE,Malawi,Katowo,2022/23,gross_income,$0-499,63.00,0.7590
882,ABE,Malawi,Katowo,2022/23,gross_income,$500-999,17.00,0.2048
883,ABE,Malawi,Katowo,2022/23,gross_income,$1000-1499,2.00,0.0241
884,ABE,Malawi,Katowo,2022/23,gross_income,$1500-1999,0.00,0.0000
885,ABE,Malawi,Katowo,2022/23,gross_income,$2000-2499,0.00,0.0000
886,ABE,Malawi,Katowo,2022/23,gross_income,$2500+,1.00,0.0120
887,ABE,Mozambique,Mozambique,2022/23,gross_income,$0-499,10.00,0.2857
888,ABE,Mozambique,Mozambique,2022/23,gross_income,$500-999,5.00,0.1429
889,ABE,Mozambique,Mozambique,2022/23,gross_income,$1000-1499,3.00,0.0857
890,ABE,Mozambique,Mozambique,2022/23,gross_income,$1500-1999,3.00,0.0857
891,ABE,Mozambique,Mozambique,2022/23,gross_income,$2000-2499,1.00,0.0286
892,ABE,Mozambique,Mozambique,2022/23,gross_income,$2500+,13.00,0.3714
893,ABE,Mozambique,Small scale commercial farmers,2022/23,gross_income,$0-499,3.00,0.1429
894,ABE,Mozambique,Small scale commercial farmers,2022/23,gross_income,$500-999,4.00,0.1905
895,ABE,Mozambique,Small scale commercial farmers,2022/23,gross_income,$1000-1499,3.00,0.1429
896,ABE,Mozambique,Small scale commercial farmers,2022/23,gross_income,$1500-1999,1.00,0.0476
897,ABE,Mozambique,Small scale commercial farmers,2022/23,gross_income,$2000-2499,1.00,0.0476
898,ABE,Mozambique,Small scale commercial farmers,2022/23,gross_income,$2500+,9.00,0.4286
899,ABE,Mozambique,Subsistence farmers,2022/23,gross_income,$0-499,7.00,0.5385
900,ABE,Mozambique,Subsistence farmers,2022/23,gross_income,$500-999,1.00,0.0769
901,ABE,Mozambique,Subsistence farmers,2022/23,gross_income,$1000-1499,0.00,0.0000
902,ABE,Mozambique,Subsistence farmers,2022/23,gross_income,$1500-1999,2.00,0.1538
903,ABE,Mozambique,Subsistence farmers,2022/23,gross_income,$2000-2499,0.00,0.0000
904,ABE,Mozambique,Subsistence farmers,2022/23,gross_income,$2500+,3.00,0.2308
905,ABE,Mozambique,Organisation farmers,2022/23,gross_income,$0-499,0.00,0.0000
906,ABE,Mozambique,Organisation farmers,2022/23,gross_income,$500-999,0.00,0.0000
907,ABE,Mozambique,Organisation farmers,2022/23,gross_income,$1000-1499,0.00,0.0000
908,ABE,Mozambique,Organisation farmers,2022/23,gross_income,$1500-1999,0.00,0.0000
909,ABE,Mozambique,Organisation farmers,2022/23,gross_income,$2000-2499,0.00,0.0000
910,ABE,Mozambique,Organisation farmers,2022/23,gross_income,$2500+,1.00,1.0000
911,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,Net loss,50.00,0.0893
912,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$0-99,32.00,0.0571
913,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$100-199,45.00,0.0804
914,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$200-299,45.00,0.0804
915,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$300-399,57.00,0.1018
916,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$400-499,44.00,0.0786
917,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$500-599,54.00,0.0964
918,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$600-699,36.00,0.0643
919,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$700-799,37.00,0.0661
920,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$800-899,25.00,0.0446
921,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$900-999,25.00,0.0446
922,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$1000-1099,14.00,0.0250
923,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$1100-1199,14.00,0.0250
924,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$1200-1299,15.00,0.0268
925,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$1300-1399,8.00,0.0143
926,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$1400-1499,12.00,0.0214
927,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$1500-1599,6.00,0.0107
928,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$1600-1699,5.00,0.0089
929,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$1700-1799,5.00,0.0089
930,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$1800-1899,5.00,0.0089
931,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$1900-1999,6.00,0.0107
932,ABE,Zimbabwe,Zimbabwe,2022/23,net_income,$2000+,20.00,0.0357
933,ABE,Zimbabwe,Birchenough,2022/23,net_income,Net loss,13.00,0.0491
934,ABE,Zimbabwe,Birchenough,2022/23,net_income,$0-99,7.00,0.0264
935,ABE,Zimbabwe,Birchenough,2022/23,net_income,$100-199,13.00,0.0491
936,ABE,Zimbabwe,Birchenough,2022/23,net_income,$200-299,14.00,0.0528
937,ABE,Zimbabwe,Birchenough,2022/23,net_income,$300-399,25.00,0.0943
938,ABE,Zimbabwe,Birchenough,2022/23,net_income,$400-499,21.00,0.0792
939,ABE,Zimbabwe,Birchenough,2022/23,net_income,$500-599,21.00,0.0792
940,ABE,Zimbabwe,Birchenough,2022/23,net_income,$600-699,23.00,0.0868
941,ABE,Zimbabwe,Birchenough,2022/23,net_income,$700-799,22.00,0.0830
942,ABE,Zimbabwe,Birchenough,2022/23,net_income,$800-899,9.00,0.0340
943,ABE,Zimbabwe,Birchenough,2022/23,net_income,$900-999,17.00,0.0642
944,ABE,Zimbabwe,Birchenough,2022/23,net_income,$1000-1099,9.00,0.0340
945,ABE,Zimbabwe,Birchenough,2022/23,net_income,$1100-1199,10.00,0.0377
946,ABE,Zimbabwe,Birchenough,2022/23,net_income,$1200-1299,14.00,0.0528
947,ABE,Zimbabwe,Birchenough,2022/23,net_income,$1300-1399,6.00,0.0226
948,ABE,Zimbabwe,Birchenough,2022/23,net_income,$1400-1499,6.00,0.0226
949,ABE,Zimbabwe,Birchenough,2022/23,net_income,$1500-1599,4.00,0.0151
950,ABE,Zimbabwe,Birchenough,2022/23,net_income,$1600-1699,3.00,0.0113
951,ABE,Zimbabwe,Birchenough,2022/23,net_income,$1700-1799,5.00,0.0189
952,ABE,Zimbabwe,Birchenough,2022/23,net_income,$1800-1899,5.00,0.0189
953,ABE,Zimbabwe,Birchenough,2022/23,net_income,$1900-1999,3.00,0.0113
954,ABE,Zimbabwe,Birchenough,2022/23,net_income,$2000+,15.00,0.0566
955,ABE,Zimbabwe,Zaka,2022/23,net_income,Net loss,22.00,0.1243
956,ABE,Zimbabwe,Zaka,2022/23,net_income,$0-99,12.00,0.0678
957,ABE,Zimbabwe,Zaka,2022/23,net_income,$100-199,24.00,0.1356
958,ABE,Zimbabwe,Zaka,2022/23,net_income,$200-299,15.00,0.0847
959,ABE,Zimbabwe,Zaka,2022/23,net_income,$300-399,19.00,0.1073
960,ABE,Zimbabwe,Zaka,2022/23,net_income,$400-499,13.00,0.0734
961,ABE,Zimbabwe,Zaka,2022/23,net_income,$500-599,20.00,0.1130
962,ABE,Zimbabwe,Zaka,2022/23,net_income,$600-699,11.00,0.0621
963,ABE,Zimbabwe,Zaka,2022/23,net_income,$700-799,7.00,0.0395
964,ABE,Zimbabwe,Zaka,2022/23,net_income,$800-899,10.00,0.0565
965,ABE,Zimbabwe,Zaka,2022/23,net_income,$900-999,6.00,0.0339
966,ABE,Zimbabwe,Zaka,2022/23,net_income,$1000-1099,4.00,0.0226
967,ABE,Zimbabwe,Zaka,2022/23,net_income,$1100-1199,2.00,0.0113
968,ABE,Zimbabwe,Zaka,2022/23,net_income,$1200-1299,1.00,0.0056
969,ABE,Zimbabwe,Zaka,2022/23,net_income,$1300-1399,1.00,0.0056
970,ABE,Zimbabwe,Zaka,2022/23,net_income,$1400-1499,3.00,0.0169
971,ABE,Zimbabwe,Zaka,2022/23,net_income,$1500-1599,2.00,0.0113
972,ABE,Zimbabwe,Zaka,2022/23,net_income,$1600-1699,1.00,0.0056
973,ABE,Zimbabwe,Zaka,2022/23,net_income,$1700-1799,0.00,0.0000
974,ABE,Zimbabwe,Zaka,2022/23,net_income,$1800-1899,0.00,0.0000
975,ABE,Zimbabwe,Zaka,2022/23,net_income,$1900-1999,1.00,0.0056
976,ABE,Zimbabwe,Zaka,2022/23,net_income,$2000+,3.00,0.0169
977,ABE,Zimbabwe,Ruware,2022/23,net_income,Net loss,15.00,0.1271
978,ABE,Zimbabwe,Ruware,2022/23,net_income,$0-99,13.00,0.1102
979,ABE,Zimbabwe,Ruware,2022/23,net_income,$100-199,8.00,0.0678
980,ABE,Zimbabwe,Ruware,2022/23,net_income,$200-299,16.00,0.1356
981,ABE,Zimbabwe,Ruware,2022/23,net_income,$300-399,13.00,0.1102
982,ABE,Zimbabwe,Ruware,2022/23,net_income,$400-499,10.00,0.0847
983,ABE,Zimbabwe,Ruware,2022/23,net_income,$500-599,13.00,0.1102
984,ABE,Zimbabwe,Ruware,2022/23,net_income,$600-699,2.00,0.0169
985,ABE,Zimbabwe,Ruware,2022/23,net_income,$700-799,8.00,0.0678
986,ABE,Zimbabwe,Ruware,2022/23,net_income,$800-899,6.00,0.0508
987,ABE,Zimbabwe,Ruware,2022/23,net_income,$900-999,2.00,0.0169
988,ABE,Zimbabwe,Ruware,2022/23,net_income,$1000-1099,1.00,0.0085
989,ABE,Zimbabwe,Ruware,2022/23,net_income,$1100-1199,2.00,0.0169
990,ABE,Zimbabwe,Ruware,2022/23,net_income,$1200-1299,0.00,0.0000
991,ABE,Zimbabwe,Ruware,2022/23,net_income,$1300-1399,1.00,0.0085
992,ABE,Zimbabwe,Ruware,2022/23,net_income,$1400-1499,3.00,0.0254
993,ABE,Zimbabwe,Ruware,2022/23,net_income,$1500-1599,0.00,0.0000
994,ABE,Zimbabwe,Ruware,2022/23,net_income,$1600-1699,1.00,0.0085
995,ABE,Zimbabwe,Ruware,2022/23,net_income,$1700-1799,0.00,0.0000
996,ABE,Zimbabwe,Ruware,2022/23,net_income,$1800-1899,0.00,0.0000
997,ABE,Zimbabwe,Ruware,2022/23,net_income,$1900-1999,2.00,0.0169
998,ABE,Zimbabwe,Ruware,2022/23,net_income,$2000+,2.00,0.0169
999,ABE,Malawi,Malawi,2022/23,net_income,Net loss,72.00,0.2562
1000,ABE,Malawi,Malawi,2022/23,net_income,$0-99,93.00,0.3310
1001,ABE,Malawi,Malawi,2022/23,net_income,$100-199,27.00,0.0961
1002,ABE,Malawi,Malawi,2022/23,net_income,$200-299,28.00,0.0996
1003,ABE,Malawi,Malawi,2022/23,net_income,$300-399,21.00,0.0747
1004,ABE,Malawi,Malawi,2022/23,net_income,$400-499,17.00,0.0605
1005,ABE,Malawi,Malawi,2022/23,net_income,$500-599,4.00,0.0142
1006,ABE,Malawi,Malawi,2022/23,net_income,$600-699,9.00,0.0320
1007,ABE,Malawi,Malawi,2022/23,net_income,$700-799,5.00,0.0178
1008,ABE,Malawi,Malawi,2022/23,net_income,$800-899,0.00,0.0000
1009,ABE,Malawi,Malawi,2022/23,net_income,$900-999,1.00,0.0036
1010,ABE,Malawi,Malawi,2022/23,net_income,$1000-1099,0.00,0.0000
1011,ABE,Malawi,Malawi,2022/23,net_income,$1100-1199,2.00,0.0071
1012,ABE,Malawi,Malawi,2022/23,net_income,$1200-1299,0.00,0.0000
1013,ABE,Malawi,Malawi,2022/23,net_income,$1300-1399,0.00,0.0000
1014,ABE,Malawi,Malawi,2022/23,net_income,$1400-1499,0.00,0.0000
1015,ABE,Malawi,Malawi,2022/23,net_income,$1500-1599,1.00,0.0036
1016,ABE,Malawi,Malawi,2022/23,net_income,$1600-1699,0.00,0.0000
1017,ABE,Malawi,Malawi,2022/23,net_income,$1700-1799,1.00,0.0036
1018,ABE,Malawi,Malawi,2022/23,net_income,$1800-1899,0.00,0.0000
1019,ABE,Malawi,Malawi,2022/23,net_income,$1900-1999,0.00,0.0000
1020,ABE,Malawi,Malawi,2022/23,net_income,$2000+,0.00,0.0000
1021,ABE,Malawi,Chikwawa,2022/23,net_income,Net loss,59.00,0.2980
1022,ABE,Malawi,Chikwawa,2022/23,net_income,$0-99,61.00,0.3081
1023,ABE,Malawi,Chikwawa,2022/23,net_income,$100-199,20.00,0.1010
1024,ABE,Malawi,Chikwawa,2022/23,net_income,$200-299,15.00,0.0758
1025,ABE,Malawi,Chikwawa,2022/23,net_income,$300-399,11.00,0.0556
1026,ABE,Malawi,Chikwawa,2022/23,net_income,$400-499,14.00,0.0707
1027,ABE,Malawi,Chikwawa,2022/23,net_income,$500-599,2.00,0.0101
1028,ABE,Malawi,Chikwawa,2022/23,net_income,$600-699,9.00,0.0455
1029,ABE,Malawi,Chikwawa,2022/23,net_income,$700-799,5.00,0.0253
1030,ABE,Malawi,Chikwawa,2022/23,net_income,$800-899,0.00,0.0000
1031,ABE,Malawi,Chikwawa,2022/23,net_income,$900-999,0.00,0.0000
1032,ABE,Malawi,Chikwawa,2022/23,net_income,$1000-1099,0.00,0.0000
1033,ABE,Malawi,Chikwawa,2022/23,net_income,$1100-1199,1.00,0.0051
1034,ABE,Malawi,Chikwawa,2022/23,net_income,$1200-1299,0.00,0.0000
1035,ABE,Malawi,Chikwawa,2022/23,net_income,$1300-1399,0.00,0.0000
1036,ABE,Malawi,Chikwawa,2022/23,net_income,$1400-1499,0.00,0.0000
1037,ABE,Malawi,Chikwawa,2022/23,net_income,$1500-1599,1.00,0.0051
1038,ABE,Malawi,Chikwawa,2022/23,net_income,$1600-1699,0.00,0.0000
1039,ABE,Malawi,Chikwawa,2022/23,net_income,$1700-1799,0.00,0.0000
1040,ABE,Malawi,Chikwawa,2022/23,net_income,$1800-1899,0.00,0.0000
1041,ABE,Malawi,Chikwawa,2022/23,net_income,$1900-1999,0.00,0.0000
1042,ABE,Malawi,Chikwawa,2022/23,net_income,$2000+,0.00,0.0000
1043,ABE,Malawi,Katowo,2022/23,net_income,Net loss,13.00,0.1566
1044,ABE,Malawi,Katowo,2022/23,net_income,$0-99,32.00,0.3855
1045,ABE,Malawi,Katowo,2022/23,net_income,$100-199,7.00,0.0843
1046,ABE,Malawi,Katowo,2022/23,net_income,$200-299,13.00,0.1566
1047,ABE,Malawi,Katowo,2022/23,net_income,$300-399,10.00,0.1205
1048,ABE,Malawi,Katowo,2022/23,net_income,$400-499,3.00,0.0361
1049,ABE,Malawi,Katowo,2022/23,net_income,$500-599,2.00,0.0241
1050,ABE,Malawi,Katowo,2022/23,net_income,$600-699,0.00,0.0000
1051,ABE,Malawi,Katowo,2022/23,net_income,$700-799,0.00,0.0000
1052,ABE,Malawi,Katowo,2022/23,net_income,$800-899,0.00,0.0000
1053,ABE,Malawi,Katowo,2022/23,net_income,$900-999,1.00,0.0120
1054,ABE,Malawi,Katowo,2022/23,net_income,$1000-1099,0.00,0.0000
1055,ABE,Malawi,Katowo,2022/23,net_income,$1100-1199,1.00,0.0120
1056,ABE,Malawi,Katowo,2022/23,net_income,$1200-1299,0.00,0.0000
1057,ABE,Malawi,Katowo,2022/23,net_income,$1300-1399,0.00,0.0000
1058,ABE,Malawi,Katowo,2022/23,net_income,$1400-1499,0.00,0.0000
1059,ABE,Malawi,Katowo,2022/23,net_income,$1500-1599,0.00,0.0000
1060,ABE,Malawi,Katowo,2022/23,net_income,$1600-1699,0.00,0.0000
1061,ABE,Malawi,Katowo,2022/23,net_income,$1700-1799,1.00,0.0120
1062,ABE,Malawi,Katowo,2022/23,net_income,$1800-1899,0.00,0.0000
1063,ABE,Malawi,Katowo,2022/23,net_income,$1900-1999,0.00,0.0000
1064,ABE,Malawi,Katowo,2022/23,net_income,$2000+,0.00,0.0000
1065,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,Net loss,109.00,0.1946
1066,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$0-99,64.00,0.1143
1067,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$100-199,57.00,0.1018
1068,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$200-299,70.00,0.1250
1069,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$300-399,57.00,0.1018
1070,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$400-499,36.00,0.0643
1071,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$500-599,36.00,0.0643
1072,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$600-699,29.00,0.0518
1073,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$700-799,24.00,0.0429
1074,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$800-899,17.00,0.0304
1075,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$900-999,8.00,0.0143
1076,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$1000-1099,4.00,0.0071
1077,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$1100-1199,14.00,0.0250
1078,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$1200-1299,6.00,0.0107
1079,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$1300-1399,7.00,0.0125
1080,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$1400-1499,2.00,0.0036
1081,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$1500-1599,3.00,0.0054
1082,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$1600-1699,1.00,0.0018
1083,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$1700-1799,1.00,0.0018
1084,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$1800-1899,2.00,0.0036
1085,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$1900-1999,1.00,0.0018
1086,ABE,Zimbabwe,Zimbabwe,2022/23,true_net_income,$2000+,12.00,0.0214
1087,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,Net loss,46.00,0.1736
1088,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$0-99,30.00,0.1132
1089,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$100-199,25.00,0.0943
1090,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$200-299,33.00,0.1245
1091,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$300-399,27.00,0.1019
1092,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$400-499,11.00,0.0415
1093,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$500-599,20.00,0.0755
1094,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$600-699,10.00,0.0377
1095,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$700-799,17.00,0.0642
1096,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$800-899,10.00,0.0377
1097,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$900-999,4.00,0.0151
1098,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$1000-1099,3.00,0.0113
1099,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$1100-1199,9.00,0.0340
1100,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$1200-1299,3.00,0.0113
1101,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$1300-1399,3.00,0.0113
1102,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$1400-1499,2.00,0.0075
1103,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$1500-1599,2.00,0.0075
1104,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$1600-1699,0.00,0.0000
1105,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$1700-1799,0.00,0.0000
1106,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$1800-1899,2.00,0.0075
1107,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$1900-1999,1.00,0.0038
1108,ABE,Zimbabwe,Birchenough,2022/23,true_net_income,$2000+,7.00,0.0264
1109,ABE,Zimbabwe,Zaka,2022/23,true_net_income,Net loss,35.00,0.1977
1110,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$0-99,25.00,0.1412
1111,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$100-199,15.00,0.0847
1112,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$200-299,19.00,0.1073
1113,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$300-399,20.00,0.1130
1114,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$400-499,17.00,0.0960
1115,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$500-599,9.00,0.0508
1116,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$600-699,12.00,0.0678
1117,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$700-799,5.00,0.0282
1118,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$800-899,5.00,0.0282
1119,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$900-999,3.00,0.0169
1120,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$1000-1099,1.00,0.0056
1121,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$1100-1199,2.00,0.0113
1122,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$1200-1299,2.00,0.0113
1123,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$1300-1399,3.00,0.0169
1124,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$1400-1499,0.00,0.0000
1125,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$1500-1599,0.00,0.0000
1126,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$1600-1699,0.00,0.0000
1127,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$1700-1799,1.00,0.0056
1128,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$1800-1899,0.00,0.0000
1129,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$1900-1999,0.00,0.0000
1130,ABE,Zimbabwe,Zaka,2022/23,true_net_income,$2000+,3.00,0.0169
1131,ABE,Zimbabwe,Ruware,2022/23,true_net_income,Net loss,28.00,0.2373
1132,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$0-99,9.00,0.0763
1133,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$100-199,17.00,0.1441
1134,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$200-299,18.00,0.1525
1135,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$300-399,10.00,0.0847
1136,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$400-499,8.00,0.0678
1137,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$500-599,7.00,0.0593
1138,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$600-699,7.00,0.0593
1139,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$700-799,2.00,0.0169
1140,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$800-899,2.00,0.0169
1141,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$900-999,1.00,0.0085
1142,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$1000-1099,0.00,0.0000
1143,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$1100-1199,3.00,0.0254
1144,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$1200-1299,1.00,0.0085
1145,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$1300-1399,1.00,0.0085
1146,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$1400-1499,0.00,0.0000
1147,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$1500-1599,1.00,0.0085
1148,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$1600-1699,1.00,0.0085
1149,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$1700-1799,0.00,0.0000
1150,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$1800-1899,0.00,0.0000
1151,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$1900-1999,0.00,0.0000
1152,ABE,Zimbabwe,Ruware,2022/23,true_net_income,$2000+,2.00,0.0169
1153,ABE,Malawi,Malawi,2022/23,true_net_income,Net loss,129.00,0.4591
1154,ABE,Malawi,Malawi,2022/23,true_net_income,$0-99,47.00,0.1673
1155,ABE,Malawi,Malawi,2022/23,true_net_income,$100-199,30.00,0.1068
1156,ABE,Malawi,Malawi,2022/23,true_net_income,$200-299,26.00,0.0925
1157,ABE,Malawi,Malawi,2022/23,true_net_income,$300-399,19.00,0.0676
1158,ABE,Malawi,Malawi,2022/23,true_net_income,$400-499,11.00,0.0391
1159,ABE,Malawi,Malawi,2022/23,true_net_income,$500-599,8.00,0.0285
1160,ABE,Malawi,Malawi,2022/23,true_net_income,$600-699,6.00,0.0214
1161,ABE,Malawi,Malawi,2022/23,true_net_income,$700-799,0.00,0.0000
1162,ABE,Malawi,Malawi,2022/23,true_net_income,$800-899,1.00,0.0036
1163,ABE,Malawi,Malawi,2022/23,true_net_income,$900-999,0.00,0.0000
1164,ABE,Malawi,Malawi,2022/23,true_net_income,$1000-1099,2.00,0.0071
1165,ABE,Malawi,Malawi,2022/23,true_net_income,$1100-1199,0.00,0.0000
1166,ABE,Malawi,Malawi,2022/23,true_net_income,$1200-1299,0.00,0.0000
1167,ABE,Malawi,Malawi,2022/23,true_net_income,$1300-1399,0.00,0.0000
1168,ABE,Malawi,Malawi,2022/23,true_net_income,$1400-1499,1.00,0.0036
1169,ABE,Malawi,Malawi,2022/23,true_net_income,$1500-1599,0.00,0.0000
1170,ABE,Malawi,Malawi,2022/23,true_net_income,$1600-1699,1.00,0.0036
1171,ABE,Malawi,Malawi,2022/23,true_net_income,$1700-1799,0.00,0.0000
1172,ABE,Malawi,Malawi,2022/23,true_net_income,$1800-1899,0.00,0.0000
1173,ABE,Malawi,Malawi,2022/23,true_net_income,$1900-1999,0.00,0.0000
1174,ABE,Malawi,Malawi,2022/23,true_net_income,$2000+,0.00,0.0000
1175,ABE,Malawi,Chikwawa,2022/23,true_net_income,Net loss,93.00,0.4697
1176,ABE,Malawi,Chikwawa,2022/23,true_net_income,$0-99,35.00,0.1768
1177,ABE,Malawi,Chikwawa,2022/23,true_net_income,$100-199,18.00,0.0909
1178,ABE,Malawi,Chikwawa,2022/23,true_net_income,$200-299,15.00,0.0758
1179,ABE,Malawi,Chikwawa,2022/23,true_net_income,$300-399,13.00,0.0657
